blueWins,blueWardsPlaced,blueWardsDestroyed,blueFirstBlood,blueKills,blueDeaths,blueDragons,blueHeralds,blueTowersDestroyed,blueTotalMinionsKilled,blueTotalJungleMinionsKilled,blueGoldDiff,redWardsPlaced,redWardsDestroyed,redDragons,redHeralds,redTowersDestroyed,redTotalMinionsKilled,redTotalJungleMinionsKilled,redGoldDiff
0,23,2,1,5,9,0,0,0,229,39,-1614,14,3,1,0,0,215,56,1614
1,15,5,0,4,7,1,0,0,234,60,-1075,19,2,0,0,0,213,51,1075
1,56,2,1,7,8,1,1,0,190,44,-1799,17,3,0,0,0,196,48,1799
1,16,3,1,12,3,1,0,0,201,48,3296,12,0,0,0,0,201,47,-3296
1,13,4,0,4,7,0,0,0,201,68,-1942,18,3,1,0,0,236,48,1942
1,17,6,1,8,4,1,0,0,246,31,2013,16,4,0,0,0,229,60,-2013
1,14,6,1,12,8,1,1,0,221,52,3574,22,2,0,0,0,166,45,-3574
1,21,5,1,13,3,1,0,0,246,36,6000,36,3,0,1,0,142,56,-6000
0,22,3,0,5,9,0,0,1,193,36,-3128,15,6,0,1,1,232,46,3128
1,15,4,0,4,4,1,1,0,274,50,1229,18,2,0,0,0,220,50,-1229
0,22,6,1,5,10,0,1,0,269,51,1285,18,5,1,0,0,173,44,-1285
0,38,2,0,5,10,0,0,0,176,48,-3274,12,15,1,0,0,238,36,3274
0,15,4,0,5,8,0,0,0,212,47,-1770,16,2,1,0,0,191,46,1770
1,46,0,1,8,3,1,0,0,211,55,1892,11,2,0,0,0,250,52,-1892
0,17,3,1,8,7,0,0,0,222,55,525,17,0,0,0,0,215,55,-525
0,12,5,1,5,6,1,0,0,234,44,-415,16,1,0,0,0,226,48,415
1,10,2,0,2,6,0,0,0,234,48,-1751,15,1,1,0,0,229,56,1751
1,12,2,1,14,6,0,1,1,194,50,4453,17,2,1,0,0,189,40,-4453
0,17,2,1,11,6,1,0,0,199,56,1393,29,4,0,0,0,224,52,-1393
1,18,3,0,6,5,1,1,0,253,52,534,17,3,0,0,0,197,75,-534
0,19,3,1,2,11,0,0,0,226,54,-3301,16,2,1,0,0,203,53,3301
1,17,0,0,4,7,1,1,0,190,64,-2022,14,2,0,0,0,242,44,2022
0,14,2,0,3,6,0,0,0,252,46,176,51,3,1,0,0,202,55,-176
0,13,3,0,2,5,0,1,0,205,52,-458,14,0,1,0,0,210,52,458
0,30,13,1,4,2,0,0,0,182,61,676,64,4,1,0,0,216,54,-676
1,18,6,0,6,4,1,0,0,218,71,2536,14,3,0,1,0,210,35,-2536
1,53,4,0,7,11,0,0,0,189,44,-1751,40,1,0,1,0,200,58,1751
1,17,2,0,7,10,0,0,0,198,45,-1516,16,4,1,1,0,201,47,1516
0,14,2,1,3,7,0,0,0,162,48,-2566,15,2,0,0,0,228,47,2566
0,85,3,1,4,8,0,0,0,226,47,-2023,16,2,1,0,0,251,60,2023
0,14,2,0,5,6,0,1,0,222,51,-276,16,3,0,0,0,189,48,276
1,18,4,1,7,4,1,1,0,211,60,1574,12,1,0,0,0,200,43,-1574
1,22,2,0,6,3,0,0,0,232,54,2378,15,2,1,0,0,206,56,-2378
0,16,3,1,4,9,0,0,0,195,48,-3223,12,2,1,1,0,235,68,3223
0,16,3,0,5,5,0,0,0,238,63,808,38,5,1,0,0,214,56,-808
1,38,0,1,8,2,0,0,0,238,45,3803,15,0,0,0,0,201,51,-3803
0,17,5,0,2,8,0,0,0,194,48,-3360,19,3,1,0,0,228,56,3360
1,16,4,0,6,2,0,0,0,243,64,2397,21,3,0,1,0,248,44,-2397
0,18,2,1,5,8,0,0,0,217,51,-883,14,7,0,0,0,187,43,883
0,13,2,1,1,4,0,0,0,229,32,-2638,39,3,1,1,0,231,56,2638
1,17,4,1,14,3,0,0,0,218,56,5035,16,1,0,0,0,223,40,-5035
0,18,1,1,5,8,0,0,0,234,60,-1003,15,1,1,1,0,217,59,1003
0,15,0,1,5,8,0,0,0,227,56,-1963,15,1,1,0,0,225,52,1963
0,34,3,0,6,7,0,0,0,221,66,-1071,14,4,1,0,0,248,55,1071
1,18,4,1,6,5,0,0,0,227,57,897,16,4,0,0,0,237,36,-897
1,18,3,1,5,2,1,1,0,228,56,1946,20,0,0,0,0,213,46,-1946
0,20,0,0,8,8,0,1,0,193,54,-219,15,2,1,0,0,183,58,219
1,19,8,1,6,4,0,0,0,239,44,1588,16,3,0,0,0,213,54,-1588
0,14,1,0,2,6,0,0,0,234,42,-1889,14,1,1,0,0,229,49,1889
1,17,2,0,2,4,1,0,0,195,72,-720,15,1,0,0,0,223,36,720
0,15,1,1,3,12,0,0,0,220,68,-2388,18,1,1,1,0,205,56,2388
0,17,3,0,3,13,0,0,0,167,46,-5668,17,5,1,0,0,218,44,5668
1,18,1,0,7,8,1,0,0,238,58,527,16,2,0,0,0,176,48,-527
1,19,4,1,6,4,0,1,0,232,53,1496,55,6,1,0,0,191,55,-1496
0,18,3,0,8,14,0,0,0,142,40,-4245,20,0,1,1,0,193,48,4245
0,17,8,1,10,5,1,0,0,202,34,3386,18,3,0,1,0,224,48,-3386
0,21,5,0,3,8,0,0,0,200,48,-3145,19,5,1,0,0,235,53,3145
0,17,3,0,1,5,1,0,0,239,59,-1325,18,4,0,0,0,251,33,1325
1,14,4,0,5,8,1,1,0,231,56,-1623,14,0,0,0,0,243,48,1623
1,19,2,0,3,3,1,0,0,221,52,1076,20,6,0,0,0,223,37,-1076
1,19,2,0,7,10,1,0,0,173,36,-1156,16,4,0,0,0,211,42,1156
0,16,2,0,3,3,0,1,0,228,61,450,12,2,0,0,0,220,53,-450
1,10,1,1,7,5,0,1,2,246,47,4363,11,1,0,0,0,164,28,-4363
1,18,5,1,11,6,1,0,0,220,52,2262,18,4,0,0,0,228,34,-2262
0,20,2,1,6,9,0,0,0,212,63,-367,15,3,0,0,0,205,60,367
1,14,6,0,6,3,0,0,0,228,39,1214,16,1,1,0,0,224,66,-1214
1,15,2,1,4,1,1,0,0,217,48,1728,17,3,0,0,0,223,47,-1728
1,27,1,1,6,5,0,0,0,218,72,959,17,3,1,0,0,213,52,-959
1,76,2,1,5,5,0,1,0,230,60,924,14,4,1,0,0,209,50,-924
1,19,4,1,12,2,1,0,0,251,37,4544,17,4,0,0,0,206,52,-4544
0,13,2,0,4,11,1,1,0,210,45,-4847,32,2,0,0,1,218,49,4847
1,78,2,1,9,3,1,0,0,220,47,1849,17,1,0,1,0,224,57,-1849
1,14,2,0,7,11,0,0,0,152,36,-3891,41,0,0,0,0,218,43,3891
0,11,5,1,6,9,0,0,0,231,40,-1314,17,2,1,0,0,232,57,1314
1,16,0,1,9,5,0,0,0,223,48,2718,45,2,0,0,0,216,48,-2718
0,14,7,0,3,8,0,0,0,217,52,-2174,13,3,1,1,0,227,64,2174
1,15,11,1,4,1,1,0,0,228,48,1093,46,1,0,0,0,215,56,-1093
1,15,5,0,11,10,0,0,0,192,52,-215,52,4,0,0,0,210,42,215
1,16,2,1,7,6,0,1,0,226,33,635,51,3,1,0,0,228,54,-635
1,17,3,0,10,10,0,0,0,219,38,120,13,1,0,1,1,208,31,-120
1,19,4,0,10,9,1,0,0,219,60,194,13,2,0,0,0,230,36,-194
1,15,3,1,9,2,1,0,0,263,51,3581,17,1,0,0,0,238,52,-3581
0,15,2,0,6,13,0,0,0,191,38,-3622,146,2,0,0,0,223,39,3622
1,48,4,1,6,6,1,0,0,210,51,-303,19,6,0,1,0,210,59,303
0,14,1,0,9,8,1,0,0,196,60,-1295,18,1,0,0,0,247,56,1295
0,39,1,0,1,5,0,0,0,174,48,-3006,15,0,1,1,0,219,48,3006
1,38,5,1,2,1,0,1,0,214,56,1090,16,2,1,0,0,197,52,-1090
1,14,3,0,4,3,1,0,0,217,70,324,16,1,0,0,0,228,35,-324
1,12,0,1,3,7,0,0,0,215,48,-2025,17,3,1,0,0,233,65,2025
0,41,4,1,7,8,0,0,0,203,47,-416,17,6,1,0,0,201,55,416
0,12,15,1,4,4,0,1,0,232,51,62,40,1,1,0,0,202,66,-62
0,16,4,1,5,7,0,0,0,221,64,-67,36,6,1,0,0,200,44,67
1,20,3,0,11,4,1,0,0,234,52,5163,15,0,0,0,0,182,51,-5163
1,16,5,1,11,5,1,0,0,227,45,2728,14,1,0,0,0,225,48,-2728
0,15,13,0,3,9,1,0,0,204,52,-3559,42,3,0,0,0,256,43,3559
1,38,0,1,6,4,1,1,0,221,56,184,16,4,0,0,0,237,64,-184
0,17,3,1,4,7,1,0,0,206,39,-2040,13,5,0,0,0,224,53,2040
1,16,3,1,6,1,1,0,0,208,56,2151,55,3,0,0,0,222,51,-2151
0,32,2,0,10,12,0,0,0,149,39,-2452,14,0,0,0,0,210,35,2452
1,41,4,1,7,4,1,1,0,228,64,3255,18,5,0,0,0,197,52,-3255
1,34,2,1,9,3,0,0,0,230,50,1128,15,3,1,0,0,226,80,-1128
1,25,3,1,6,5,0,1,1,225,67,1909,16,3,0,0,0,220,48,-1909
1,18,2,0,10,6,0,0,0,223,38,3397,15,2,0,0,0,186,44,-3397
0,20,0,0,8,12,0,0,0,182,54,-3563,16,1,1,0,0,198,74,3563
0,16,3,1,7,9,1,0,0,231,38,-361,18,2,0,0,0,214,35,361
1,17,3,0,4,3,0,1,0,203,60,-513,38,3,0,0,0,226,57,513
1,20,7,0,11,4,0,0,0,239,48,4872,20,3,0,0,0,203,34,-4872
0,34,2,0,6,7,0,1,0,234,62,985,16,1,0,0,0,215,51,-985
1,16,2,1,4,8,1,0,0,238,47,-1599,21,1,0,1,0,236,48,1599
1,11,3,0,11,4,1,0,0,216,58,1719,11,2,0,0,0,242,57,-1719
0,15,3,0,1,6,0,0,0,207,56,-2641,16,3,0,1,0,242,44,2641
0,13,5,1,3,9,0,0,0,201,42,-2846,17,1,1,1,0,229,48,2846
0,15,2,0,3,10,0,0,0,209,56,-3891,30,3,1,0,0,221,78,3891
1,19,0,0,13,4,1,0,0,234,48,6202,16,1,0,0,0,175,28,-6202
1,15,2,0,3,2,0,0,0,253,68,2330,15,1,0,0,0,219,52,-2330
0,15,1,1,9,7,0,0,0,238,56,3089,12,1,0,0,0,169,52,-3089
1,40,3,0,7,6,0,0,0,198,41,540,16,2,0,0,0,187,52,-540
1,43,2,1,5,4,0,1,0,213,56,508,14,2,1,0,0,231,75,-508
0,143,5,1,10,7,1,0,0,213,37,625,15,2,0,0,0,228,71,-625
1,41,5,1,8,5,1,0,0,219,54,2481,18,3,0,0,0,195,46,-2481
1,12,3,1,10,5,1,0,0,211,64,2796,16,1,0,0,0,205,65,-2796
1,19,5,0,9,4,1,0,0,214,48,2089,16,1,0,0,0,222,43,-2089
1,20,1,1,5,6,1,0,0,190,63,-608,47,6,0,0,0,210,48,608
0,15,0,1,7,9,0,0,0,199,44,-1923,17,1,0,0,0,211,60,1923
0,11,1,0,5,5,0,0,0,209,48,-951,41,4,1,0,0,206,60,951
1,19,3,1,6,4,1,0,0,242,32,1428,19,4,0,0,0,200,51,-1428
0,17,2,1,8,5,1,0,0,196,60,1131,13,2,0,1,0,231,56,-1131
0,44,3,0,4,7,0,1,0,195,56,-1972,16,2,0,0,0,230,43,1972
0,11,1,1,7,9,0,0,0,171,63,-2242,33,2,1,0,0,229,45,2242
1,14,2,1,6,3,1,0,0,215,48,2287,14,1,0,1,0,180,68,-2287
0,20,3,0,7,4,0,0,0,219,53,1367,15,4,0,1,0,180,45,-1367
1,11,6,1,8,4,1,1,0,259,52,2580,16,2,0,0,0,214,52,-2580
0,97,3,0,11,7,1,0,0,153,32,786,16,2,0,0,0,199,40,-786
1,18,2,1,5,6,1,1,0,235,76,152,37,3,0,0,0,233,40,-152
1,19,4,1,8,4,0,0,0,226,44,2802,44,1,1,0,0,213,56,-2802
0,16,1,0,3,4,0,0,0,224,41,-1610,15,3,1,0,0,239,53,1610
1,33,2,0,14,10,0,0,0,199,48,1543,37,3,1,0,0,172,52,-1543
1,16,3,0,15,11,0,0,0,180,42,1915,15,3,0,0,0,176,41,-1915
1,19,6,0,4,3,1,0,0,212,52,-595,19,2,0,0,0,238,51,595
0,14,1,1,6,7,0,0,0,207,41,-1190,14,1,0,0,0,224,54,1190
1,16,0,1,5,1,0,1,0,252,48,1820,17,4,1,0,0,239,60,-1820
0,18,4,0,4,7,1,1,0,185,72,-2630,19,4,0,0,0,222,71,2630
1,21,3,0,8,8,0,0,0,175,36,-1327,24,9,1,0,0,198,56,1327
1,18,4,0,8,4,0,0,0,207,36,1417,16,1,0,1,0,221,48,-1417
0,17,3,1,4,4,1,0,0,240,60,71,17,5,0,0,0,227,48,-71
1,12,1,0,5,4,0,0,0,202,57,17,17,1,1,0,0,210,48,-17
0,15,3,1,8,7,1,1,0,212,44,151,12,3,0,0,0,212,52,-151
1,13,5,1,10,3,1,0,0,225,60,4817,14,4,0,1,0,184,48,-4817
0,18,1,0,4,9,0,0,0,203,44,-3400,17,4,1,0,0,241,66,3400
0,17,1,1,6,8,0,0,0,213,46,-944,34,3,1,0,0,187,54,944
0,16,0,0,4,8,1,0,0,195,49,-2839,13,1,0,1,1,220,54,2839
1,13,4,1,11,8,1,0,0,238,46,818,61,4,0,0,0,192,53,-818
0,13,0,0,2,9,0,0,0,166,49,-6286,34,1,1,1,1,259,58,6286
0,19,2,0,4,11,0,0,0,200,41,-3799,10,4,1,0,0,226,45,3799
1,18,5,0,8,2,1,1,1,243,52,4428,19,3,0,0,0,221,46,-4428
1,51,11,1,9,1,0,0,0,249,63,4388,18,5,1,0,0,221,64,-4388
0,14,4,0,4,8,1,0,0,213,47,-3045,18,3,0,0,0,249,40,3045
0,16,2,0,2,4,0,0,0,260,56,-1497,17,2,0,1,0,257,52,1497
0,51,2,0,3,4,1,0,0,215,50,-1696,17,4,0,0,0,226,53,1696
1,37,0,0,8,7,0,0,0,185,48,733,12,4,0,1,0,245,40,-733
1,16,6,1,9,10,1,0,0,200,50,-606,17,2,0,0,0,197,50,606
0,37,4,0,3,5,0,0,0,231,49,-2420,18,4,0,1,0,246,63,2420
0,12,4,0,3,8,0,0,0,211,56,-2037,20,1,1,0,0,197,44,2037
1,16,2,0,4,4,0,0,0,221,53,631,21,2,1,0,0,207,48,-631
0,14,4,0,7,7,0,1,0,209,52,-1570,21,4,1,0,0,228,80,1570
1,41,4,0,7,7,1,0,0,201,55,-471,39,3,0,0,0,229,38,471
1,15,1,0,3,4,0,0,0,220,48,-1211,17,1,0,0,0,216,67,1211
1,18,0,1,7,2,0,1,0,245,44,2740,15,2,1,0,0,213,66,-2740
1,16,14,0,6,4,0,1,0,241,58,1947,35,3,0,0,0,247,42,-1947
1,15,4,1,10,3,0,0,0,266,55,4712,28,2,0,0,0,203,56,-4712
0,35,6,1,5,4,1,0,0,224,52,1115,39,2,0,0,0,209,60,-1115
1,38,3,0,4,5,0,0,0,189,55,-833,16,2,0,0,0,252,32,833
1,146,1,0,11,7,0,0,0,220,48,564,11,2,1,0,0,226,73,-564
0,39,1,1,10,10,0,1,0,183,83,-589,13,3,0,0,1,223,51,589
1,17,6,1,9,4,0,0,0,249,38,3020,12,2,0,0,0,211,46,-3020
1,14,2,1,7,6,1,0,0,196,32,-1339,17,2,0,1,0,216,67,1339
0,22,1,1,10,4,1,0,0,157,48,1487,17,2,0,1,0,203,68,-1487
1,16,5,1,5,3,1,1,0,216,36,579,17,3,0,0,0,245,45,-579
1,10,2,1,9,6,0,0,0,168,56,975,19,0,0,0,0,191,48,-975
1,50,4,1,10,6,1,0,0,186,47,1417,15,1,0,0,0,220,32,-1417
1,21,4,1,6,4,1,1,1,239,40,2768,16,3,0,0,0,211,60,-2768
1,11,5,1,13,6,0,0,0,226,56,3897,16,1,1,0,0,199,35,-3897
0,12,2,0,2,9,0,0,0,203,42,-4631,36,2,1,0,0,229,66,4631
0,17,2,0,4,5,0,0,0,243,63,-46,13,3,1,1,0,193,56,46
0,19,2,0,2,7,0,0,1,243,47,-258,37,1,1,0,0,211,40,258
1,11,3,0,9,3,1,0,0,261,60,2845,14,1,0,0,0,185,52,-2845
0,17,1,0,3,10,0,0,0,194,42,-3177,36,1,1,0,0,207,52,3177
1,12,3,1,8,4,1,0,0,247,53,2988,14,1,0,0,0,210,47,-2988
1,16,2,1,6,3,1,0,0,225,54,2443,15,2,0,0,0,201,61,-2443
1,16,2,1,6,5,1,1,0,224,57,-11,18,1,0,0,0,227,56,11
1,12,0,0,5,6,1,0,0,185,48,286,44,4,0,0,0,214,47,-286
0,16,15,1,6,7,1,1,0,222,39,90,40,2,0,0,0,219,48,-90
1,11,1,0,7,6,0,0,0,236,53,403,14,2,0,0,0,216,47,-403
1,16,6,1,8,1,0,0,0,207,52,3135,16,5,0,0,0,228,60,-3135
0,17,2,0,10,8,0,0,0,204,51,372,15,2,1,0,0,223,50,-372
1,30,4,0,6,8,1,0,0,211,48,-1636,18,3,0,0,0,226,60,1636
1,15,3,1,12,1,1,1,0,227,56,5586,17,3,0,0,0,187,32,-5586
0,13,2,0,2,5,0,0,0,232,60,-2105,15,2,1,0,0,234,48,2105
1,14,2,0,6,8,0,1,0,211,60,-1374,16,5,1,0,0,237,43,1374
0,13,3,0,3,8,0,0,0,198,40,-2166,18,5,0,1,0,188,55,2166
1,14,2,0,5,4,0,0,0,252,42,930,13,3,0,0,0,205,48,-930
0,16,1,0,5,8,1,0,0,196,49,-950,103,1,0,0,0,185,65,950
1,17,3,1,1,2,1,0,0,217,51,-2421,18,5,0,1,1,264,47,2421
1,19,3,0,8,9,0,0,0,211,40,-891,14,2,1,0,0,219,32,891
1,38,3,0,4,5,0,0,0,226,48,-211,18,2,1,0,0,202,56,211
1,14,1,1,4,5,0,0,0,235,64,-405,18,3,1,1,0,248,65,405
1,15,1,1,10,7,0,0,0,222,40,2361,10,1,1,0,0,176,40,-2361
1,15,2,0,8,9,1,0,0,214,52,-134,18,3,0,0,0,221,45,134
1,18,1,1,7,4,1,0,0,173,57,2062,16,1,0,0,0,174,44,-2062
1,16,1,1,6,3,0,1,0,247,59,2089,11,2,1,0,0,202,50,-2089
0,15,3,0,7,16,0,0,0,172,42,-5377,13,2,1,1,0,230,60,5377
1,14,2,1,7,7,1,0,0,216,48,-282,12,1,0,1,0,182,53,282
0,15,3,0,6,7,0,0,0,213,49,-443,14,2,0,0,0,216,46,443
0,11,4,0,2,8,0,0,0,208,60,-3122,38,3,0,0,0,231,36,3122
0,15,4,0,2,5,1,0,0,214,45,-2425,19,3,0,0,0,233,55,2425
1,12,4,0,3,5,0,0,0,201,45,-813,22,1,1,0,0,195,52,813
1,20,6,0,9,8,0,0,0,218,64,1378,17,3,1,1,0,219,70,-1378
0,31,5,0,7,7,0,0,0,240,56,1542,18,2,1,0,0,212,59,-1542
0,88,3,0,7,11,0,0,0,232,36,-1553,17,3,1,0,0,247,43,1553
1,16,4,1,8,0,1,0,0,249,55,4250,15,0,0,0,0,223,49,-4250
1,15,2,1,8,3,0,1,0,197,48,2772,56,3,0,0,0,188,44,-2772
1,17,1,1,6,6,1,0,0,225,59,-484,13,1,0,0,0,221,67,484
1,15,5,1,7,4,1,1,0,223,64,1110,13,2,0,0,0,235,72,-1110
0,15,5,0,5,4,0,1,1,232,57,1467,46,1,1,0,0,222,56,-1467
1,16,2,1,12,10,1,1,0,165,64,1095,15,1,0,0,0,227,56,-1095
1,17,1,1,7,1,1,0,1,255,55,5169,10,3,0,0,0,200,48,-5169
0,15,2,0,1,3,0,0,0,229,56,-1547,15,2,1,1,0,246,60,1547
1,22,5,1,13,3,0,0,0,232,35,5680,18,4,1,0,0,196,48,-5680
0,15,3,1,6,6,0,0,0,236,47,823,15,2,0,0,0,230,48,-823
1,62,2,1,6,1,1,1,0,231,44,1799,15,0,0,0,0,231,72,-1799
0,21,4,0,1,3,0,1,0,247,50,-757,19,4,1,0,0,242,48,757
1,91,2,1,8,6,1,0,0,187,47,91,16,6,0,0,0,237,44,-91
0,39,5,0,8,11,0,1,1,217,55,-1538,21,8,1,0,1,225,48,1538
1,12,2,0,10,8,1,1,0,252,64,2228,15,0,0,0,0,228,57,-2228
0,16,3,1,9,1,0,0,0,242,60,4869,15,2,1,0,0,210,44,-4869
1,19,4,0,4,2,0,0,0,234,46,640,16,6,0,0,0,236,49,-640
1,28,7,0,6,9,0,0,0,177,43,-1871,21,7,0,0,0,227,32,1871
0,16,1,0,5,7,0,0,0,182,32,-2189,49,7,1,0,0,207,61,2189
0,19,3,1,7,9,0,0,0,245,40,474,14,2,0,0,0,207,51,-474
0,14,2,0,7,12,0,0,0,184,52,-1072,12,3,0,0,0,194,24,1072
0,16,3,1,7,13,0,0,0,202,56,-2817,21,1,1,0,0,218,58,2817
1,17,4,0,4,3,1,0,0,195,49,-243,21,2,0,0,0,235,53,243
0,18,5,0,3,3,1,0,0,202,57,-1517,16,4,0,0,0,255,49,1517
0,13,1,0,0,6,0,0,0,184,61,-3205,30,5,1,0,0,210,54,3205
0,14,3,0,2,5,0,0,0,203,45,-2820,17,3,1,0,0,255,72,2820
1,19,4,1,7,3,1,0,0,212,32,1722,20,5,0,0,0,224,44,-1722
1,14,0,1,6,2,1,1,0,264,57,1978,13,1,0,0,0,199,71,-1978
1,15,5,1,11,9,0,0,0,191,48,171,37,3,0,0,0,209,32,-171
0,13,4,0,5,3,1,0,0,252,52,659,15,1,0,1,0,238,57,-659
1,16,8,0,6,11,1,0,0,174,43,-2974,26,3,0,1,0,198,59,2974
0,94,3,0,3,9,0,0,0,184,44,-3078,22,2,1,0,0,204,52,3078
0,17,3,1,7,6,0,0,0,205,59,1153,18,2,1,0,0,203,52,-1153
1,15,2,1,11,5,1,1,0,225,63,3878,15,3,0,0,0,204,43,-3878
1,15,1,1,5,1,1,1,0,220,54,2717,12,4,0,0,0,227,62,-2717
1,88,4,1,9,7,0,0,0,243,44,3038,21,7,1,0,0,147,52,-3038
0,17,3,0,4,7,0,0,0,196,47,-1903,42,4,1,0,0,206,64,1903
1,15,0,1,9,5,0,0,0,229,44,3518,12,0,1,0,0,188,32,-3518
1,15,3,0,7,7,0,0,0,212,60,216,49,2,0,0,0,181,52,-216
0,34,2,1,5,8,0,0,0,247,52,-509,15,1,1,0,0,218,48,509
0,12,1,0,9,6,0,0,0,208,36,978,18,3,0,1,0,226,54,-978
1,51,4,1,11,3,1,0,0,188,64,1884,16,2,0,0,0,208,40,-1884
1,18,2,1,10,4,0,1,0,186,50,2224,15,2,1,0,0,208,44,-2224
0,22,3,0,8,11,0,1,0,206,36,-1079,21,5,1,0,0,233,44,1079
0,15,1,0,5,7,0,0,0,201,40,-1768,14,4,1,1,0,253,59,1768
0,15,3,0,6,6,1,0,0,197,48,-886,16,3,0,0,0,205,52,886
1,68,2,1,9,3,0,0,0,209,48,3017,17,2,0,0,0,197,52,-3017
0,16,7,1,8,8,1,0,0,199,48,-431,20,2,0,0,0,221,52,431
0,81,0,0,6,12,0,0,0,215,39,-2618,15,3,0,0,0,212,52,2618
0,17,6,1,6,6,1,1,0,203,48,-740,16,4,0,0,0,238,60,740
1,15,0,1,12,5,0,1,0,214,67,3982,12,2,0,0,0,182,47,-3982
0,16,1,0,5,10,0,0,0,211,50,-2028,12,3,1,0,0,242,58,2028
1,15,1,0,10,4,0,1,2,232,57,5649,14,2,1,0,0,200,38,-5649
0,9,1,0,0,9,0,0,0,190,54,-4949,15,2,1,1,0,253,52,4949
1,16,2,1,8,3,1,1,1,233,56,4867,14,1,0,0,0,169,40,-4867
0,20,2,0,2,6,1,1,0,265,67,-978,20,2,0,0,0,220,43,978
0,16,2,0,8,4,0,0,0,214,67,2425,55,1,0,0,0,233,38,-2425
1,17,2,1,12,6,1,0,0,227,49,3815,16,1,0,0,0,203,50,-3815
1,44,3,1,7,5,1,0,0,192,60,976,13,2,0,0,0,209,35,-976
1,14,5,1,5,4,1,0,0,257,54,862,20,3,0,0,0,219,56,-862
0,13,0,1,4,3,0,0,0,216,44,-403,57,5,1,0,0,242,54,403
0,85,3,0,2,6,0,0,0,219,51,-2204,22,4,0,1,0,243,52,2204
1,21,3,1,9,9,1,0,0,221,40,-219,40,5,0,0,0,226,44,219
1,13,2,1,16,5,0,1,0,230,36,5330,18,2,1,0,0,173,44,-5330
1,15,0,1,9,4,1,1,0,227,61,3414,51,2,0,0,0,237,28,-3414
0,18,2,1,5,4,0,0,0,220,42,792,16,3,0,0,0,185,49,-792
1,23,3,1,4,7,0,0,0,224,76,-146,19,5,1,1,0,235,49,146
0,13,4,1,5,5,0,1,0,182,40,-1578,17,1,0,0,0,250,55,1578
1,18,1,1,5,6,0,0,0,225,40,-769,13,5,1,0,0,235,52,769
1,15,1,0,6,3,0,0,0,204,55,1860,15,1,0,0,0,225,38,-1860
1,20,0,1,10,3,0,0,0,181,56,3525,14,3,0,0,0,183,44,-3525
1,13,3,1,12,8,1,0,0,202,44,679,12,4,0,1,0,206,44,-679
0,16,3,0,1,5,0,0,0,210,58,-2555,17,4,1,0,0,234,68,2555
0,72,1,1,11,6,0,0,0,196,38,765,15,9,1,1,0,212,56,-765
0,60,1,1,6,8,0,0,0,228,53,-1221,16,1,1,1,0,252,64,1221
1,26,3,0,10,6,0,0,0,230,67,4492,12,0,1,0,0,181,45,-4492
0,16,0,0,3,4,0,0,0,241,42,186,38,5,0,0,0,232,45,-186
1,14,1,1,8,7,1,0,0,203,66,1227,14,0,0,0,0,225,49,-1227
1,14,2,0,5,7,0,1,0,240,57,-70,14,0,1,0,0,223,65,70
0,37,4,0,3,4,0,0,0,227,46,-1605,18,2,0,0,0,252,54,1605
0,14,2,0,4,9,0,0,0,197,50,-3465,20,3,1,0,0,224,74,3465
0,13,7,1,11,10,0,1,0,172,41,-431,45,1,1,0,0,207,48,431
1,21,4,0,8,7,0,0,0,193,50,1083,16,4,0,0,0,207,44,-1083
0,13,5,0,5,6,0,0,0,218,39,-1259,20,6,0,0,0,250,47,1259
0,13,1,0,4,12,0,0,0,166,45,-6801,77,4,0,1,1,234,44,6801
1,14,0,1,7,10,1,0,0,225,77,1158,14,1,0,1,0,202,38,-1158
1,18,3,1,7,3,1,1,0,237,56,2053,16,4,0,0,0,237,43,-2053
1,20,2,0,11,7,0,0,0,187,42,604,16,1,1,0,0,187,62,-604
1,15,1,0,3,7,0,1,1,244,53,75,18,0,1,0,0,195,60,-75
0,16,3,1,2,4,0,0,0,235,47,-542,14,1,0,0,0,211,52,542
1,21,3,1,9,7,0,0,0,201,59,1099,20,3,1,0,0,195,52,-1099
1,88,4,1,8,4,1,0,0,246,48,2183,14,1,0,0,0,212,68,-2183
1,14,4,1,4,4,1,1,0,220,70,791,16,1,0,0,0,228,56,-791
0,13,0,0,3,8,0,0,0,209,50,-3614,16,1,0,1,0,222,60,3614
0,11,2,1,11,2,1,1,0,236,52,1220,14,2,0,0,0,241,68,-1220
0,14,1,1,4,5,0,0,0,199,50,-1827,17,1,0,0,0,235,48,1827
0,17,2,0,8,5,0,0,0,229,32,583,14,2,1,0,0,201,55,-583
0,13,2,1,3,2,0,1,0,227,67,-334,54,3,1,0,0,238,84,334
0,18,8,0,6,11,0,0,0,232,37,-2494,20,5,1,0,0,230,50,2494
1,11,4,1,18,13,0,0,1,236,44,2658,166,0,0,0,0,154,31,-2658
1,20,1,0,9,9,1,0,0,228,37,-116,18,4,0,1,0,207,45,116
1,16,3,1,9,8,1,1,0,202,46,-197,75,4,0,0,0,219,48,197
0,17,2,0,7,5,0,0,0,218,52,760,15,3,0,0,0,244,48,-760
1,16,3,0,5,4,0,0,0,233,53,1224,39,3,1,0,0,228,40,-1224
0,16,1,0,2,11,0,0,0,180,44,-6076,13,2,0,1,1,193,55,6076
0,14,0,0,8,11,1,0,0,190,35,-2339,38,4,0,0,0,228,40,2339
1,13,2,1,3,1,0,0,0,279,58,2590,19,4,1,0,0,226,53,-2590
